distID,DistNum,ValueDIST,districtNAMEdist,countyNAMEdist,districtTYPEdist,districtSIZEdist,gradesSERVEDdist,AdministratorDIST,AddressDIST,cityNAMEdist,StateDIST,ZipDIST,TelephoneDIST,LatitudeDIST,LongitudeDIST,NoteDIST
300910840260000,0840,"Shawnee CUSD 84, Union County",Shawnee CUSD 84,Union,UNIT,SMALL,P-12,Ms. Shelly Clover-Hill,3365 State Hwy 3 N,Wolf Lake,IL,62998,618833-5709,37.49434398,-89.42851300,- -
300910160040000,0160,"Lick Creek CCSD 16, Union County",Lick Creek CCSD 16,Union,ELEMENTARY,SMALL,P-8,Mr. Brent Boren,7355 Lick Creek Rd,Buncombe,IL,62912 3016,618833-2545,37.50555610,-89.10213404,- -
210440320030000,0320,"New Simpson Hill SD 32, Johnson County",New Simpson Hill SD 32,Johnson,ELEMENTARY,SMALL,P-8,Mr. Joe Nighswander,95 Tunnel Hill Rd,Tunnel Hill,IL,62972 3200,618658-8536,37.51579387,-88.83417239,- -
200350010260000,0010,"Hardin County CUSD 1, Hardin County",Hardin County CUSD 1,Hardin,UNIT,MEDIUM,P-12,Mr. David Reavis,PO Box 218,Elizabethtown,IL,62931 0218,618287-2411,37.52847795,-88.28669739,- -
300910170220000,0170,"Cobden SUD 17, Union County",Cobden SUD 17,Union,UNIT,MEDIUM,P-12,Mr. Edwin Lee Shoemate,413 N Appleknocker St,Cobden,IL,62920 2121,618893-2313,37.52908751,-89.25475092,- -
210440010260000,0010,"Goreville CUD 1, Johnson County",Goreville CUD 1,Johnson,UNIT,MEDIUM,P-12,Dr. Steve Webb,201 S Ferne Clyffe Rd,Goreville,IL,62939 2698,618995-9831,37.55188605,-88.97913970,- -
300391400040000,1400,"Unity Point CCSD 140, Jackson County",Unity Point CCSD 140,Jackson,ELEMENTARY,MEDIUM,P-8,Dr. Lori James-Gross,4033 S Illinois Ave,Carbondale,IL,62903 8375,618529-4151,37.67038295,-89.27782534,- -
300391300040000,1300,"Giant City CCSD 130, Jackson County",Giant City CCSD 130,Jackson,ELEMENTARY,MEDIUM,P-8,Mrs. Belinda Hill,1062 Boskydell Rd,Carbondale,IL,62902 7743,618457-5391,37.67292647,-89.17243848,- -
200830020260000,0020,"Carrier Mills-Stonefort CUSD 2, Saline County",Carrier Mills-Stonefort CUSD 2,Saline,UNIT,SMALL,P-12,Mr. Richard A Morgan,7071 US 45 S,Carrier Mills,IL,62917 1230,618994-2392,37.69813466,-88.64886781,- -
300390950020000,0950,"Carbondale ESD 95, Jackson County",Carbondale ESD 95,Jackson,ELEMENTARY,MEDIUM,P-8,Mr. Michael Shimshak,925 S Giant City Rd,Carbondale,IL,62902 5056,618457-3591,37.71698250,-89.18516596,- -
300391650160000,1650,"Carbondale CHSD 165, Jackson County",Carbondale CHSD 165,Jackson,HIGH SCHOOL,MEDIUM,9-12,Mr. Stephen Murphy,330 S Giant City Rd,Carbondale,IL,62902 5042,618457-4722,37.72522747,-89.18520492,- -
211000030260000,0030,"Crab Orchard CUSD 3, Williamson County",Crab Orchard CUSD 3,Williamson,UNIT,SMALL,P-12,Mr. Derek Hutchins,19189 Bailey St,Marion,IL,62959 7355,618982-2181,37.72661092,-88.80541918,- -
211000020260000,0020,"Marion CUSD 2, Williamson County",Marion CUSD 2,Williamson,UNIT,LARGE,P-12,Dr. Keith Oates,1700 W Cherry St,Marion,IL,62959 1212,618993-2321,37.72915043,-88.94546655,- -
200830030260000,0030,"Harrisburg CUSD 3, Saline County",Harrisburg CUSD 3,Saline,UNIT,LARGE,P-12,Mr. Mike Gauch,40 S Main St,Harrisburg,IL,62946 1638,618253-7637,37.73754624,-88.54020355,- -
200300070260000,0070,"Gallatin CUSD 7, Gallatin County",Gallatin CUSD 7,Gallatin,UNIT,MEDIUM,P-12,Mrs. Lucinda Schmitt,5175 Highway 13,Junction,IL,62954 2101,618272-3821,37.74043393,-88.27956417,- -
211000050260000,0050,"Carterville CUSD 5, Williamson County",Carterville CUSD 5,Williamson,UNIT,MEDIUM,K-12,Mr. Keith Liddell,306 Virginia Ave,Carterville,IL,62918 1239,618985-4826,37.78799223,-89.11424803,- -
211000040260000,0040,"Herrin CUSD 4, Williamson County",Herrin CUSD 4,Williamson,UNIT,LARGE,P-12,Dr. Mark Collins,500 N 10th St,Herrin,IL,62948 3335,618988-8024,37.80709076,-89.02169202,- -
300391860260000,1860,"Murphysboro CUSD 186, Jackson County",Murphysboro CUSD 186,Jackson,UNIT,LARGE,P-12,Mr. Christopher Grode,593 Ava Rd,Murphysboro,IL,62966 4267,618684-3781,37.80732420,-89.34006714,- -
200830040260000,0040,"Eldorado CUSD 4, Saline County",Eldorado CUSD 4,Saline,UNIT,MEDIUM,P-12,Mr. Ryan M Hobbs,2200A Illinois Ave,Eldorado,IL,62930 1851,618273-6394,37.81983079,-88.43610586,- -
300390860030000,0860,"DeSoto Cons SD 86, Jackson County",DeSoto Cons SD 86,Jackson,ELEMENTARY,SMALL,P-8,Mr. Nathaniel L Wilson,311 Hurst Rd,De Soto,IL,62924 1228,618867-2317,37.82052549,-89.22262723,- -
211000010260000,0010,"Johnston City CUSD 1, Williamson County",Johnston City CUSD 1,Williamson,UNIT,MEDIUM,P-12,Mrs. Kathy Clark,PO Box 147,Johnston City,IL,62951 0147,618983-8021,37.82137181,-88.92365820,- -
200830010260000,0010,"Galatia CUSD 1, Saline County",Galatia CUSD 1,Saline,UNIT,SMALL,P-12,Dr. Beth Rister,200 N Hickory St,Galatia,IL,62935 1002,618268-4194,37.84128347,-88.61315469,- -
210281680260000,1680,"Frankfort CUSD 168, Franklin County",Frankfort CUSD 168,Franklin,UNIT,LARGE,P-12,Greg Goins,900 N Cherry St,West Frankfort,IL,62896 1670,618937-2421,37.88934474,-88.90928150,- -
210281880260000,1880,"Zeigler-Royalton CUSD 188, Franklin County",Zeigler-Royalton CUSD 188,Franklin,UNIT,MEDIUM,P-12,Mr. George S Wilkerson,PO Box 38,Zeigler,IL,62999 0038,618596-5841,37.89169035,-89.05255107,- -
300391960260000,1960,"Elverado CUSD 196, Jackson County",Elverado CUSD 196,Jackson,UNIT,SMALL,P-12,Mr. Kevin Spain,PO Box 130,Elkville,IL,62932 0130,618568-1321,37.90380000,-89.21433232,- -
210281740260000,1740,"Thompsonville CUSD 174, Franklin County",Thompsonville CUSD 174,Franklin,UNIT,SMALL,K-12,Mrs. Chris Grant,21191 Shawneetown Rd,Thompsonville,IL,62890 1035,618627-2302,37.91814861,-88.76402831,- -
450791390260000,1390,"Chester CUSD 139, Randolph County",Chester CUSD 139,Randolph,UNIT,MEDIUM,P-12,Mr. William T Riley,1940 Swanwick St,Chester,IL,62233 1127,618826-4509,37.91931845,-89.81295854,- -
300391760260000,1760,"Trico CUSD 176, Jackson County",Trico CUSD 176,Jackson,UNIT,MEDIUM,P-12,Jackie L Smith,PO Box 220,Campbell Hill,IL,62916 0220,618426-1111,37.92861464,-89.56420330,- -
200970030260000,0030,"Norris City-Omaha-Enfield CUSD 3, White County",Norris City-Omaha-Enfield CUSD 3,White,UNIT,MEDIUM,P-12,Mr. Matt Vollman,PO Box 399,Norris City,IL,62869 0399,618378-3222,37.96210680,-88.28123144,- -
210280990260000,0990,"Christopher USD 99, Franklin County",Christopher USD 99,Franklin,UNIT,MEDIUM,P-12,Richard E Towers,1 Bearcat Dr,Christopher,IL,62822 1099,618724-9461,37.97808220,-89.06310356,- -
210280470040000,0470,"Benton CCSD 47, Franklin County",Benton CCSD 47,Franklin,ELEMENTARY,MEDIUM,P-8,Dr. Jay Goble,1403 S Main St,Benton,IL,62812 1823,618439-3136,37.98324589,-88.92012037,- -
210281030130000,1030,"Benton Cons HSD 103, Franklin County",Benton Cons HSD 103,Franklin,HIGH SCHOOL,SMALL,9-12,Dr. Aaron Mattox,511 E Main St,Benton,IL,62812 2522,618439-6415,37.99648142,-88.91183716,- -
300733000260000,3000,"Duquoin CUSD 300, Perry County",Duquoin CUSD 300,Perry,UNIT,MEDIUM,P-12,Dr. Gary Kelly,845 E Jackson St,Du Quoin,IL,62832 3871,618542-3856,38.00191205,-89.22734640,- -
450791380260000,1380,"Steeleville CUSD 138, Randolph County",Steeleville CUSD 138,Randolph,UNIT,SMALL,P-12,Ms. Stephanie L Mulholland,609 S Sparta St,Steeleville,IL,62288 2130,618965-3469,38.00244227,-89.65873910,- -
200330100260000,0100,"Hamilton Co CUSD 10, Hamilton County",Hamilton Co CUSD 10,Hamilton,UNIT,MEDIUM,P-12,Mr. Jeff Fetcho,PO Box 369,Mc Leansboro,IL,62859 0369,618643-2328,38.07823545,-88.53481214,- -
300730500020000,0500,"Pinckneyville SD 50, Perry County",Pinckneyville SD 50,Perry,ELEMENTARY,MEDIUM,P-8,Mr. Tim OLeary,301 W Mulberry St,Pinckneyville,IL,62274 1370,618357-9096,38.07960726,-89.38512546,- -
300731010160000,1010,"Pinckneyville CHSD 101, Perry County",Pinckneyville CHSD 101,Perry,HIGH SCHOOL,SMALL,"P,9-12",Mr. Keith J Hagene,600 E Water St,Pinckneyville,IL,62274 1472,618357-5013,38.07969171,-89.37646190,- -
450791340040000,1340,"Prairie Du Rocher CCSD 134, Randolph County",Prairie Du Rocher CCSD 134,Randolph,ELEMENTARY,SMALL,P-8,Mr. Thomas Springborn,714 Middle St,Prairie Du Rocher,IL,62277 2136,618284-3530,38.07990956,-90.09465255,- -
210281960260000,1960,"Sesser-Valier CUSD 196, Franklin County",Sesser-Valier CUSD 196,Franklin,UNIT,MEDIUM,P-12,Dr. Jason D Henry,4626 State Highway 154,Sesser,IL,62884 2277,618625-5105,38.08176757,-89.06994483,- -
300732040040000,2040,"CCSD 204, Perry County",CCSD 204,Perry,ELEMENTARY,SMALL,K-8,Mr. Jerry Travelstead,6067 State Route 154,Pinckneyville,IL,62274 3414,618357-2419,38.08297805,-89.32195105,- -
210281150040000,1150,"Ewing Northern CCSD 115, Franklin County",Ewing Northern CCSD 115,Franklin,ELEMENTARY,SMALL,P-8,Mrs. Kristin Ing,51 N Main St,Ewing,IL,62836 1437,618629-2181,38.09045454,-88.85298225,- -
300730050020000,0050,"Tamaroa School Dist 5, Perry County",Tamaroa School Dist 5,Perry,ELEMENTARY,SMALL,P-8,Mr. Robert Trover,PO Box 175,Tamaroa,IL,62888 0175,618496-5513,38.12827167,-89.23503509,- -
450791400260000,1400,"Sparta CUSD 140, Randolph County",Sparta CUSD 140,Randolph,UNIT,MEDIUM,P-12,Mr. Larry Beattie,203B Dean Ave,Sparta,IL,62286 2301,618443-5331,38.13290388,-89.70345400,- -
450790010220000,0010,"Coulterville USD 1, Randolph County",Coulterville USD 1,Randolph,UNIT,SMALL,P-12,Mrs. Karyn Albers,PO Box 396,Coulterville,IL,62237 0396,618758-2881,38.18904342,-89.56910289,- -
450791320260000,1320,"Red Bud CUSD 132, Randolph County",Red Bud CUSD 132,Randolph,UNIT,MEDIUM,P-12,Mr. Jonathan Tallman,815 Locust St,Red Bud,IL,62278 1210,618282-3507,38.20453252,-89.99554292,- -
130410010260000,0010,"Waltonville CUSD 1, Jefferson County",Waltonville CUSD 1,Jefferson,UNIT,SMALL,P-12,Mr. Alan Estes,804 W Knob St,Waltonville,IL,62894 2812,618279-7211,38.21346891,-89.04814645,- -
500820400260000,0400,"Marissa CUSD 40, Saint Clair County",Marissa CUSD 40,Saint Clair,UNIT,MEDIUM,P-12,Dr. Kevin K Cogdill,1 E Marissa St,Marissa,IL,62257 1185,618295-2313,38.25686052,-89.75385029,- -
200970010260000,0010,"Grayville CUSD 1, White County",Grayville CUSD 1,White,UNIT,SMALL,P-12,Ms. Sarah E Emery,728 W North St,Grayville,IL,62844 1338,618375-7214,38.25777250,-88.00417490,- -
130411780040000,1780,"Spring Garden Community Cons. SD 178, Jefferson County",Spring Garden Community Cons. SD 178,Jefferson,ELEMENTARY,MEDIUM,K-8,Mrs. Monte Jo Clark,14975 E Bakerville Rd,Mount Vernon,IL,62864 7100,618244-8070,38.25804904,-88.88285090,- -
130950010040000,0010,"Oakdale CCSD 1, Washington County",Oakdale CCSD 1,Washington,ELEMENTARY,SMALL,K-8,Mr. Charles Peterson,280 E Main St,Oakdale,IL,62268 3116,618329-5292,38.26151076,-89.50239414,- -
130410120040000,0120,"McClellan CCSD 12, Jefferson County",McClellan CCSD 12,Jefferson,ELEMENTARY,SMALL,K-8,Mr. Steven K Johnson,9475 N IL Highway 148,Mount Vernon,IL,62864 6379,618244-8072,38.26227349,-88.94913520,- -
130410050040000,0050,"Opdyke-Belle-Rive CCSD 5, Jefferson County",Opdyke-Belle-Rive CCSD 5,Jefferson,ELEMENTARY,SMALL,K-8,Mrs. Debra Blakey,PO Box 189,Opdyke,IL,62872 0189,618756-2492,38.26642354,-88.80377603,- -
130410820020000,0820,"Bethel SD 82, Jefferson County",Bethel SD 82,Jefferson,ELEMENTARY,SMALL,P-8,Mr. Craig A Kujawa,1201 Bethel Rd,Mount Vernon,IL,62864 7231,618244-8095,38.27842094,-88.92129180,- -
130950150040000,0150,"Ashley CCSD 15, Washington County",Ashley CCSD 15,Washington,ELEMENTARY,SMALL,P-8,Mr. Brian Hodge,450 N Third St,Ashley,IL,62808 1259,618485-6611,38.30205145,-89.18732819,- -
200961000260000,1000,"Wayne City CUSD 100, Wayne County",Wayne City CUSD 100,Wayne,UNIT,MEDIUM,P-12,Mr. Jeffrey Mitchell,PO Box 457,Wayne City,IL,62895 0457,618895-3103,38.31013631,-88.56341834,- -
450670030260000,0030,"Valmeyer CUSD 3, Monroe County",Valmeyer CUSD 3,Monroe,UNIT,SMALL,P-12,Mr. Eric Frankford,300 S Cedar Bluff Dr,Valmeyer,IL,62295 3133,618935-2100,38.31076780,-90.27926303,- -
130412010170000,2010,"Mt Vernon Twp HSD 201, Jefferson County",Mt Vernon Twp HSD 201,Jefferson,HIGH SCHOOL,MEDIUM,9-12,Dr. Michael Smith,320 S 7th St,Mount Vernon,IL,62864 4140,618246-5908,38.31492217,-88.89898912,- -
200960060040000,0060,"New Hope CCSD 6, Wayne County",New Hope CCSD 6,Wayne,ELEMENTARY,SMALL,P-8,Mrs. Julie D Harrelson,1804 County Road 445 N,Fairfield,IL,62837 2973,618842-3296,38.31757519,-88.36915454,- -
500820600260000,0600,"New Athens CUSD 60, Saint Clair County",New Athens CUSD 60,Saint Clair,UNIT,MEDIUM,P-12,Brian Karraker,501 Hanft St,New Athens,IL,62264 1507,618475-2174,38.31776538,-89.86817978,- -
130410800020000,0800,"Mount Vernon SD 80, Jefferson County",Mount Vernon SD 80,Jefferson,ELEMENTARY,MEDIUM,P-8,Mrs. Aletta Lawrence,2710 North St,Mount Vernon,IL,62864 2317,618244-8080,38.31793539,-88.92506881,- -
130413180270000,3180,"Bluford Unit School District 318, Jefferson County",Bluford Unit School District 318,Jefferson,UNIT,MEDIUM,K-12,Mr. John Ashby,901 6th St,Bluford,IL,62814 1418,618732-8242,38.32447699,-88.74281763,- -
130410790020000,0790,"Summersville SD 79, Jefferson County",Summersville SD 79,Jefferson,ELEMENTARY,MEDIUM,K-8,Mr. Mark Zahm,1118 Fairfield Rd,Mount Vernon,IL,62864 5726,618244-8079,38.32822347,-88.86608879,- -
130412090270000,2090,"Woodlawn Unit School District 209, Jefferson County",Woodlawn Unit School District 209,Jefferson,UNIT,MEDIUM,P-12,Mr. David Larkin,300 N Central St,Woodlawn,IL,62898 1136,618735-2631,38.33158870,-89.03495535,- -
130950990160000,0990,"Nashville CHSD 99, Washington County",Nashville CHSD 99,Washington,HIGH SCHOOL,SMALL,9-12,Ernie Fowler,1300 S Mill St,Nashville,IL,62263 2083,618327-8286,38.33340199,-89.38090200,- -
450791220190000,1220,"Chester N HSD 122, Randolph County",Chester N HSD 122,Randolph,OTHER,SMALL,,Mr. Kelton Davis,107 E Mill St,Waterloo,IL,62298 1518,618939-5650,38.33646150,-90.14897769,- -
130950490040000,0490,"Nashville CCSD 49, Washington County",Nashville CCSD 49,Washington,ELEMENTARY,MEDIUM,P-8,Mr. Michael Brink,750 E Gorman St,Nashville,IL,62263 2007,618327-3055,38.33726785,-89.37627967,- -
450670050260000,0050,"Waterloo CUSD 5, Monroe County",Waterloo CUSD 5,Monroe,UNIT,LARGE,P-12,Mr. Brian D Charron,302 Bellefontaine Dr,Waterloo,IL,62298 1790,618939-3453,38.338744,-90.148081,- -
500820300030000,0300,"St Libory Cons SD 30, Saint Clair County",St Libory Cons SD 30,Saint Clair,ELEMENTARY,SMALL,K-8,Mr. Stuart Parks,PO Box 323,Saint Libory,IL,62282 0323,618768-4923,38.36299509,-89.71260786,- -
200962250160000,2250,"Fairfield Comm H S Dist 225, Wayne County",Fairfield Comm H S Dist 225,Wayne,HIGH SCHOOL,SMALL,9-12,Mrs. Jill Fulkerson,300 W King St,Fairfield,IL,62837 1710,618842-2649,38.37514286,-88.36345501,- -
200240010260000,0010,"Edwards County CUSD 1, Edwards County",Edwards County CUSD 1,Edwards,UNIT,MEDIUM,P-12,Mr. David Lee Cowger,361 W Main St # 100,Albion,IL,62806 1011,618445-2814,38.37690718,-88.06562120,- -
200961120040000,1120,"Fairfield PSD 112, Wayne County",Fairfield PSD 112,Wayne,ELEMENTARY,MEDIUM,P-8,Ms. Diana Zurliene,806 N 1st St,Fairfield,IL,62837 2458,618842-6501,38.38669983,-88.35968908,- -
